singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
S6LGfJpPVa,0.0,30.0,0.0,0.0,0.0,2,Hh6lm2hEHd,Crunches,xFbXWbXT4V,2018-08-29,fake_id_412
P2ipX2F1fq,43.091326396385774,10.0,0.0,0.0,0.0,2,nXtX8T02io,Back Squat,ESSwFwZwer,2018-07-26,fake_id_409
Lfqk8pI3pS,0.0,15.0,0.0,0.0,0.0,3,pANH3DFlMU,Leg Raise,dBrNDHrWBB,2019-05-17,fake_id_409
5ewkIqgba7,0.0,12.0,0.0,0.0,0.0,1,VUdq8tZjXS,Leg Raise,sSEEPhzURZ,2019-08-23,fake_id_419
C7tSG0G54g,0.0,10.0,0.0,0.0,0.0,1,VplPDdoPNi,Leg Raise,nfNLdVmk17,2019-04-26,fake_id_426
anED2CK7Ba,220.0,8.0,0.0,0.0,0.0,5,vXJoWx2Hto,Leg Press,2U1xImg0PD,2018-10-22,fake_id_412
Fe6fkx28Qk,60.0,10.0,,,,2,DZp2Za7vIJ,Cable Row,c6J6ysvb92,2017-02-15,fake_id_409
5vKk6nzIOW,113.39822735890993,10.0,0.0,0.0,0.0,1,iVXWiz22LR,Cable Row,OA10WX6iMH,2018-05-22,fake_id_424
l8S2LhQLRT,90.71858188712795,5.0,0.0,0.0,0.0,2,ynOt3WbWEq,Cable Row,8kOu7lHVzC,2018-06-23,fake_id_424
aPwudQhrcg,18.14371637742559,10.0,0.0,0.0,0.0,2,jo2kOWdJav,Cable Row,nuyRVSfodB,2018-06-09,fake_id_418
3NJREHkUCv,18.14371637742559,10.0,0.0,0.0,0.0,3,gvi6CpdlBR,Cable Row,6bgvDBFT7u,2018-06-19,fake_id_418
7ztLB4U7aU,88.45061733994974,7.0,0.0,0.0,0.0,5,ocCMSJdCUY,Cable Row,0q3FZiojMD,2018-05-24,fake_id_424
PdS9EHtMUe,130.0,10.0,,,,1,GKUlvn3hlq,Machine Fly,W8BbG6dLuz,2016-11-02,fake_id_410
b7jKKoD3zd,36.28743275485118,12.0,0.0,0.0,0.0,1,810oL0e8Pl,Machine Fly,qU9Ki4BLMK,2018-09-10,fake_id_420
caQ5dJKfWK,15.0,5.0,,,,2,IsqSztfKLO,Seated Dumbbell Curl,HZ9nfZSE9M,2017-02-19,fake_id_409
gL40rJRLGK,22.67964547178199,6.0,0.0,0.0,0.0,1,kndHGKtnd0,Seated Dumbbell Curl,reLyZtxZ1L,2019-06-19,fake_id_419
c3GX43U5TI,9.071858188712797,15.0,0.0,0.0,0.0,4,kIRr52IRBN,Seated Dumbbell Curl,qiJQm86DXM,2019-07-16,fake_id_414
jdeCAV1iNx,18.0,12.0,0.0,0.0,0.0,2,6G1RPlCcyD,Seated Dumbbell Curl,OEOZsZWbfM,2018-06-15,fake_id_412
1O0nmuGWio,2.2679645471781993,10.0,0.0,0.0,0.0,2,CeRXAa0Xbe,Seated Dumbbell Curl,iqLbSXAfNp,2018-12-15,fake_id_416
HX2h5zKn9h,18.0,12.0,0.0,0.0,0.0,2,S24kAjM7wA,Dumbbell Incline Bench Press,DM947bNb53,2018-06-18,fake_id_415
DsmySd1h4Z,40.0,6.0,,,,1,nZW5ZVfDfu,Dumbbell Lunge,A093ZvqZzs,2016-09-16,fake_id_410
6K9f4Hr0fI,22.5,10.0,,,,3,UgIFPeKxdx,Dumbbell Lunge,PRKLLDFce9,2017-05-16,fake_id_409
z8WxFUtwFN,6.8038936415345965,6.0,0.0,0.0,0.0,2,cLt9LOxXUA,Dumbbell Lunge,BEnSFGWzK5,2018-06-26,fake_id_409
BKLN71xoM4,195.0,5.0,,,,2,zMhstAO6CF,Deadlift,JVUofFzGWF,2017-03-10,fake_id_410
YWUgrYYCyI,83.91468824559335,1.0,0.0,0.0,0.0,5,xXAaUznjAd,Deadlift,5NYhLJBO3n,2019-05-31,fake_id_426
4zJ1D6Kweh,142.88176647222653,5.0,0.0,0.0,0.0,7,kwYlW31CV6,Deadlift,cr6FdFJJ4i,2018-08-29,fake_id_422
gFmEFFqD5T,2.2679645471781993,10.0,0.0,0.0,0.0,2,2Ou3NsBVDs,Dumbbell Fly,L4TfhCjSwU,2019-06-04,fake_id_416
Nii2JCS6kp,29.0,5.0,0.0,0.0,0.0,6,Ox6PDgy2QS,Cable Crossover Fly,PWdFbmF0xV,2018-01-20,fake_id_412
kw8qlruiNC,9.071858188712797,6.0,0.0,0.0,0.0,3,2WAxwPZuK5,Dumbbell Bench Press,ZArqLTRpT0,2019-05-29,fake_id_409
Va24nUHKqg,26.0,13.0,0.0,0.0,0.0,3,9XKrRxAhzk,Dumbbell Bench Press,lHpufJ1TIf,2018-07-27,fake_id_412
u5shMiFfJB,16.0,8.0,0.0,0.0,0.0,1,x2E9exdxaH,Dumbbell Bench Press,B0UBpVwpVj,2018-09-23,fake_id_412
JfndK3luyH,0.0,10.0,0.0,0.0,0.0,2,sE43xSEYep,Superman,DY9AHgigLD,2018-07-31,fake_id_421
wwW0BkM7nQ,0.0,17.0,0.0,0.0,0.0,1,flEE8qkbsf,Superman,j35fmxMhBx,2018-04-23,fake_id_415
CVDPCofKXw,73.0,12.0,0.0,0.0,0.0,2,14k0C4WVyU,Leg Extension,qAyFI36daA,2018-05-10,fake_id_412
zRMJeHjBQu,81.0,12.0,0.0,0.0,0.0,3,AmRNw5cfCv,Leg Extension,EtEYAhfiMm,2018-11-07,fake_id_412
THo3oihP1r,35.0,8.0,0.0,0.0,0.0,1,d3e1HfSWdN,Barbell Bench Press,TeNwub0jJI,2018-02-16,fake_id_412
jLZABFw0NE,70.30690096252415,3.0,0.0,0.0,0.0,4,yEyx4RLb6b,Barbell Bench Press,SftYUvGybe,2018-02-01,fake_id_417
P4UPOdGJlg,61.23504277381137,6.0,0.0,0.0,0.0,2,joJPHvAX4l,Barbell Bench Press,BZULGBm7kk,2018-08-28,fake_id_422
1BXRjgx9wP,20.0,10.0,0.0,0.0,0.0,1,FeEq2bY776,Barbell Bench Press,w9YHTI7vyj,2018-11-01,fake_id_412
NnHHy3uwqW,6.8038936415345965,10.0,0.0,0.0,0.0,1,2zQX9NfN51,Dumbbell Shoulder Press,BU0iC4JgKc,2019-05-21,fake_id_409
x0bGlyRRZa,3.4019468207672983,15.0,0.0,0.0,0.0,1,UyNzGRbAuS,Dumbbell Shoulder Press,cinO9PS021,2019-06-13,fake_id_416
zKcE3ESbGb,20.0,8.0,0.0,0.0,0.0,3,z1IPAS17ra,Dumbbell Shoulder Press,el5jVnkujI,2018-05-11,fake_id_412
e8kIX3dki0,20.41168092460379,12.0,0.0,0.0,0.0,1,pVgcAy17J0,Dumbbell Shoulder Press,q0p09SvL0e,2018-06-19,fake_id_421
cdyQ6YbnSm,0.0,30.0,,,,1,11pOFvtDVb,Bicycle Crunch,PhbSHnpzFp,2017-08-06,fake_id_427
Qnn2BaT4er,0.0,18.0,0.0,0.0,0.0,3,4hWkAFt2sO,Bicycle Crunch,uCiJuMA5CF,2018-05-25,fake_id_409
EVlqCZCEVV,0.0,20.0,0.0,0.0,0.0,2,J6o9vdOnLj,Bicycle Crunch,DsXwAQ5g70,2018-09-06,fake_id_417
O8ImeBPw5b,0.0,25.0,0.0,0.0,0.0,3,On6V3HAsCC,Bicycle Crunch,g46noQIQhX,2018-11-06,fake_id_412
lSVfDS4HFR,22.67964547178199,12.0,0.0,0.0,0.0,5,UesRMjkEES,Barbell Curl,55ez1ltGub,2018-03-24,fake_id_417
UHS9GmSkm0,35.0,8.0,0.0,0.0,0.0,6,ndVeglt5Md,Barbell Curl,4lLobXTH7k,2018-05-07,fake_id_412
rjX6VNE9qR,25.0,10.0,0.0,0.0,0.0,1,sidx6GtrJY,Barbell Curl,x9Vz2F4Cpy,2018-06-21,fake_id_415
SogYAMmpF7,35.0,7.0,0.0,0.0,0.0,5,HOfX5n1iX3,Barbell Curl,jyr0dmLjCm,2018-01-16,fake_id_412
28B0e0K6AI,13.607787283069193,10.0,0.0,0.0,0.0,2,To1B5MgwZ3,Barbell Curl,FHIy4OQd8A,2019-01-07,fake_id_416
v0LnZ4ovq6,43.091326396385774,10.0,0.0,0.0,0.0,3,chCFks4ZiS,Barbell Shoulder Press,sgneUNgQc4,2018-09-21,fake_id_417
d7IUyfqUlm,25.0,10.0,0.0,0.0,0.0,1,NCN3aEpsdM,Barbell Shoulder Press,biAFP7RA3H,2018-04-13,fake_id_412
IaDzSEHRRk,29.483539113316585,10.0,0.0,0.0,0.0,1,RvIbC0UYed,Barbell Shoulder Press,y7gtYjYctJ,2018-08-30,fake_id_417
XXEK5WlBI8,35.0,5.0,0.0,0.0,0.0,3,HUBn4an9ux,Barbell Shoulder Press,qcSVzFZDnF,2018-01-12,fake_id_412
2xTok49kUU,43.091326396385774,10.0,0.0,0.0,0.0,1,A5eIEZBE5J,Barbell Shoulder Press,QyBysmcXuL,2018-10-29,fake_id_417
jRCYqRLvA4,70.0,5.0,,,,2,WzCeYEeE9Y,Dumbbell Bicep Curl,SIHXdOs27b,2016-09-17,fake_id_410
HlEPSPRyuc,18.0,10.0,0.0,0.0,0.0,1,GC6RMkl5Mw,Dumbbell Bicep Curl,jyr0dmLjCm,2018-01-16,fake_id_412
ijYN23OqS1,15.87575183024739,15.0,0.0,0.0,0.0,1,WAYteomz2A,Dumbbell Bicep Curl,jXNEzUNoVv,2018-08-11,fake_id_421
8EpI1jLipf,16.0,12.0,0.0,0.0,0.0,2,v7mauVcSjy,Seated Tricep Press,bAX1ABlclo,2018-03-24,fake_id_415
DprWIvVdgm,45.0,8.0,,,,1,9wvSa4Xniu,Bent Over Barbell Row,1C3cX1AajS,2017-01-25,fake_id_410
EzogmnotjK,20.0,6.0,,,,4,7hGst0CsQm,Bent Over Barbell Row,rcaqGCujKu,2017-10-25,fake_id_411
YSjOdOE3bO,29.483539113316585,10.0,0.0,0.0,0.0,2,bmrKkDjIWC,Bent Over Barbell Row,bEqVCzbcfF,2018-06-08,fake_id_423
CwyH3YD3d0,60.0,13.0,0.0,0.0,0.0,5,iPWMufCPuP,Bent Over Barbell Row,7fVOgIWKND,2018-07-19,fake_id_412
lFTuwE4wPP,13.607787283069193,15.0,0.0,0.0,0.0,4,ovmeYqW7sf,Hammer Curls,Yn160CztEo,2019-07-31,fake_id_414
cgCzEN36Hp,11.339822735890994,10.0,0.0,0.0,0.0,1,ZiNzrSH1zV,Pull Up,AXnoCycrY0,2018-09-04,fake_id_422
HweNLNV1Wm,0.0,13.0,0.0,0.0,0.0,2,KbbV2WLMdS,Pull Up,p3gZPvI4Fj,2019-07-08,fake_id_419
MAh6Mi1gMD,0.0,8.0,0.0,0.0,0.0,4,7DpJG4zsNh,Pull Up,E1Bb22DEQr,2019-06-06,fake_id_419
81Pc4SLPGa,0.0,12.0,0.0,0.0,0.0,1,cumRpe6KJi,Pull Up,YchuJ6g8FN,2019-06-30,fake_id_419
8YmaQ1yJvT,0.0,5.0,0.0,0.0,0.0,5,23A3TA2Vhv,Pull Up,ZQndlC4FAF,2018-09-20,fake_id_412
w6Jt70FqEm,45.0,15.0,,,,1,owodWDRTHp,Barbell Incline Bench Press,xQUHU3nMcZ,2017-05-18,fake_id_409
pQitN35FMF,30.0,10.0,,,,2,sV78Vr0byY,Barbell Incline Bench Press,7picFFFsea,2017-04-26,fake_id_411
4qZRxKlX8d,20.41168092460379,6.0,0.0,0.0,0.0,2,YkzREUI9md,Barbell Incline Bench Press,SetySAhSgs,2018-07-09,fake_id_409
YONko2OE4j,79.37875915123695,7.0,0.0,0.0,0.0,4,68aHnn8Dm8,Barbell Incline Bench Press,A9Jli1OtgS,2018-05-20,fake_id_424
NTK8scD4a0,50.0,5.0,,,,5,TbMDwCt7d6,Push Press,jW3QcEPYPw,2017-07-21,fake_id_409
6je5rWovp0,40.0,10.0,,,,3,jn8qrdGK5B,Shoulder Press,omvprjSfTK,2017-07-11,fake_id_409
AY8LrDftYn,50.0,9.0,,,,3,ns3sgZFANR,Dumbbell Shrug,L3cs7BBuPs,2017-03-09,fake_id_410
1Fg52HwoDQ,170.0,8.0,,,,3,2FCwTdy9g3,Tricep Dip,Tc6t9Fy3zD,2016-10-21,fake_id_410
Lmla4UzceN,30.0,8.0,,,,1,jySLBDK2IX,Standing Leg Curl,QQxrhdq5BF,2017-09-04,fake_id_427
GzGwMtWetD,15.0,10.0,,,,2,bi2whfY3CD,Dumbbell Decline Fly,HZ9nfZSE9M,2017-02-19,fake_id_409
Fnj8iNPFub,50.0,8.0,,,,2,HknnS6YqNf,Cable Preacher Curl,xfAz7gFGN3,2017-03-03,fake_id_409
9ceefNu544,50.0,10.0,,,,1,LXs2MYtUUU,Cable Pull Through,nRNpxgabIL,2017-01-22,fake_id_409
B0etqg087P,168.0,7.0,,,,1,Doi5AEFX6i,Hanging Leg Raise,bKIQ45z0jZ,2016-12-31,fake_id_410
OL07DsRveZ,45.0,6.0,,,,2,hcOmLDTiAm,Dumbbell Shrug,Jt7iPQ7vG1,2016-12-29,fake_id_410
cGLGQVArMC,25.0,9.0,,,,2,WsTQfSWqP0,Dumbbell Incline Fly,BMaH0qPgfS,2017-02-15,fake_id_410
1jHxulaP79,10.0,12.0,0.0,0.0,0.0,1,MOBo4e4Ei2,Cable Hip Extension,vY11SgLjQh,2018-06-20,fake_id_415
JDoj1gZOXu,40.0,20.0,0.0,0.0,0.0,3,61SNtBvOEW,Landmine Core Rotation,OY7KcTf5Pv,2018-06-29,fake_id_412
4bCTalJCTn,0.0,60.0,0.0,0.0,0.0,1,fyABeO7gwy,TRX Suspended Plank,OY7KcTf5Pv,2018-06-29,fake_id_412
FmFGYKDyUK,81.64672369841516,25.0,0.0,0.0,0.0,3,Co0o9vB48W,Hammerstrength Shrug,Dg44vwl72G,2018-06-19,fake_id_424
zkSnZEZegt,13.607787283069193,6.0,0.0,0.0,0.0,1,On0zkI7ld3,Barbell Step Up,dBrNDHrWBB,2019-05-17,fake_id_409
jSutEHqSmw,0.0,10.0,0.0,0.0,0.0,3,wVs5wWTSfO,Windmill,t4x9eI9FPB,2019-01-13,fake_id_413
mJBvDMDRPO,0.0,8.0,0.0,0.0,0.0,1,czmOXzimTF,Butt Kick,ojkG5woGFQ,2019-04-23,fake_id_426
IGmaRtSnNP,0.0,16.0,0.0,0.0,0.0,1,wPwRYx0Ife,Scissor Kick,4pPbMjvoCd,2019-05-23,fake_id_409
cppD7acuyF,4.535929094356399,24.0,0.0,0.0,0.0,2,7miSUde68b,Svend Press,4jaVVwxN6B,2018-08-04,fake_id_409
6FBWWGzpSj,4.535929094356399,8.0,0.0,0.0,0.0,1,25fWuVo7CF,Dumbbell Floor Press,XLeHdL5jid,2018-06-07,fake_id_418
WFHj5vrx12,15.87575183024739,12.0,0.0,0.0,0.0,3,9QdJhHukw4,Palms-Down Dumbbell Wrist Curl,jXNEzUNoVv,2018-08-11,fake_id_421
5VbvaCaJ9E,77.11079460405875,20.0,0.0,0.0,0.0,4,DPmnGrLTPd,Ab Crunch Machine,HMHYZv3MOh,2019-08-14,fake_id_414
6At9vlFH2P,81.64672369841516,3.0,0.0,0.0,0.0,3,NyeVmBGI3O,Box Squat,aORcqQvjpu,2019-07-21,fake_id_419
uglDGDObR3,31.75150366049478,12.0,0.0,0.0,0.0,4,DcZeTwcaQe,Wide Grip Lat Pulldown,vy7aJnBvP6,2018-07-14,fake_id_409
EG7XcGxjrK,0.0,8.0,0.0,0.0,0.0,2,CSKwZxXuGQ,Handle Band Upright Row,ZArqLTRpT0,2019-05-29,fake_id_409
D2MLjYH2d8,0.0,15.0,0.0,0.0,0.0,3,qGSbkNrBkH,Decline Crunch,gwSdomOWs4,2019-06-21,fake_id_414
GEg9QwWg8G,4.535929094356399,12.0,0.0,0.0,0.0,3,cm6QmQMdLx,Cable Lateral Raise,8NeBf0M2kb,2019-01-22,fake_id_413
fmDN6ZzHAR,0.0,15.0,0.0,0.0,0.0,2,ghYjoq6R2D,Decline Reverse Crunch,f1lBt2OUMI,2019-05-02,fake_id_426
R7BECr0xM7,4.535929094356399,10.0,0.0,0.0,0.0,3,clP8C50QNF,Hammerstrength Incline Chest Press,SDR8E7Zd3m,2019-02-03,fake_id_416
oN6a4tfvNy,6.8038936415345965,20.0,0.0,0.0,0.0,5,Z8r7QNvvG0,Cable Rope Overhead Triceps Extension,84AHDA2QlT,2019-08-07,fake_id_414
fOW3r7zKOY,15.87575183024739,10.0,0.0,0.0,0.0,3,r2LHYTRnjt,Cable Pull Through,IAGqnYxoqy,2018-06-14,fake_id_418
BSZoO87Dky,0.0,22.0,0.0,0.0,0.0,2,pJLywQ5Plt,Vertical Knee Raise,dx7xuj17tl,2019-08-09,fake_id_409
Z3sf4WJ5Ku,20.41168092460379,10.0,0.0,0.0,0.0,1,vJZW39KiGz,Seated Machine Calf Press,u4d8s7Kjvu,2018-08-30,fake_id_422
OvniECgxu7,40.0,8.0,0.0,0.0,0.0,3,nrRi8UYqcH,Seated Back Extension,sQlQEmGOQd,2018-06-26,fake_id_415
qhqu2EHk3r,6.8038936415345965,5.0,0.0,0.0,0.0,3,4duQEGLQC0,Single Arm Floor Press,iKNYCKnkbr,2018-07-07,fake_id_418
QYuZaey0Wu,22.67964547178199,8.0,0.0,0.0,0.0,1,XzW4lXYOLO,Dumbbell Decline Bench Press,T0NXJHREoX,2018-07-05,fake_id_424
vojKAK9YN3,5.669911367945497,12.0,0.0,0.0,0.0,1,27ljSgloJL,Front Plate Raise,IaBEVSaY3Q,2019-01-09,fake_id_416
xfaKPHDccq,0.0,0.0,0.0,30.0,0.0,1,LJ2xVZy6s9,Side Bridge,yRMQBPQ0Jx,2018-10-29,fake_id_409
upN9UjSFuw,54.43114913227677,8.0,0.0,0.0,0.0,4,EhsOeM9HK5,Seated Cable Row,IEsc8LJIqt,2018-04-13,fake_id_417
VrBR0Kos1u,0.0,7.0,0.0,0.0,0.0,1,rqHsttR9wQ,Chin Up,m2wjpDwoCn,2019-06-24,fake_id_409
S4UOtaWutj,9.071858188712797,5.0,0.0,0.0,0.0,2,uR3Hs9D89o,Single Leg Leg Extension,xTz9AGb3Dy,2019-05-06,fake_id_409
0i62drKWmj,70.30690096252415,20.0,0.0,0.0,0.0,3,bCweNdQ9jt,Ab Crunch Machine,x7Wklx3FZJ,2019-07-21,fake_id_414
pbi4XD4iv2,11.339822735890994,5.0,0.0,0.0,0.0,1,5btTNR6kYU,Assisted Dip,JqOiBW5cNT,2018-06-17,fake_id_424
cgDmgcNl8i,13.607787283069193,6.0,0.0,0.0,0.0,3,0Z7KReNPOc,Barbell Step Up,LhDVcpKjQG,2018-06-02,fake_id_409
halfgqN3oE,2.2679645471781993,12.0,0.0,0.0,0.0,1,oBcnzzSwrn,Cable Lateral Raise,CzyhtfByGV,2018-07-23,fake_id_409
UWIICDUjYb,16.0,12.0,0.0,0.0,0.0,3,RC784BJHcK,Step Up,IIyNvxswAb,2018-03-21,fake_id_415
pvHDn57bUa,35.0,12.0,0.0,0.0,0.0,2,6Qv58LjIDa,Preacher Curl,HisGf6ry7V,2018-07-21,fake_id_412
2yX7lyScwc,79.37875915123695,4.0,0.0,0.0,0.0,4,BGDD9Rq35q,Wide Grip Lat Pulldown,CfD8IkbBNd,2019-09-10,fake_id_414
L1PaqLEG3I,15.87575183024739,12.0,0.0,0.0,0.0,1,adVgxYxghj,Dumbbell Pullover,PXrG5uymfB,2018-02-28,fake_id_417
gHT6VZwmIy,0.0,12.0,0.0,0.0,0.0,2,HXqqUPBRr3,Bosu Ball Push Up,DsXwAQ5g70,2018-09-06,fake_id_417
QmT8DyFWH2,104.32636917019714,3.0,0.0,0.0,0.0,2,3pkjgOVCsN,Machine Leg Press,5eIiu3vsrd,2018-09-11,fake_id_417
r9SNJecXvX,0.0,0.0,2700.0,600.0,0.0,1,eK6ADQbVoL,Running - Treadmill,yJ2AE7Ildr,2018-07-22,fake_id_412
Kvfbg2dGjo,15.87575183024739,5.0,0.0,0.0,0.0,2,zAmeHyRWIr,Dumbbell Bent Over Row,Bs4Cor17Sf,2018-12-19,fake_id_425
GxVTIq0bN4,9.071858188712797,8.0,0.0,0.0,0.0,3,Nbe01D9qK9,Dumbbell Decline Fly,aNwYGm8eDp,2019-01-23,fake_id_425
zHktwEEYT0,23.81362774537109,12.0,0.0,0.0,0.0,1,LDoQJqoWM7,Cable Rope Overhead Triceps Extension,vy1OWWS5QO,2018-05-12,fake_id_417
LhOr9LvKUA,65.77097186816775,8.0,0.0,0.0,0.0,5,b9yjRvcmec,Barbell Decline Bench Press,a8AYRb1Tx2,2019-06-02,fake_id_419
io14rTH5Wp,0.0,12.0,0.0,0.0,0.0,1,eXdA9oX32S,Exercise Ball Crunch,ITKLPDmCNB,2018-02-05,fake_id_415
IZqvbp9R9Z,0.0,0.0,1207.008,900.0,0.0,1,2jQgk41e1n,Running - Treadmill,zcwEfCSitO,2018-12-16,fake_id_416
L66Dyk17Dm,22.67964547178199,8.0,0.0,0.0,0.0,4,ixLWcwyNkO,Hammerstrength Shoulder Press,6wXx4QCoNL,2019-01-11,fake_id_425
F1a9NCjjuO,65.77097186816775,25.0,0.0,0.0,0.0,1,AzYVioLG7z,Hack Squat,XmGksFEIwX,2018-06-22,fake_id_424
bpbpfMrJWG,27.215574566138386,25.0,0.0,0.0,0.0,1,8uvFVCEO9P,EZ-Bar Skullcrusher,XmGksFEIwX,2018-06-22,fake_id_424
E1cJFdVUgo,5.0,12.0,0.0,0.0,0.0,1,H020uNvPcC,Weighted Ball Hyperextension,2HgsBsE68m,2018-02-17,fake_id_415
MPsYV0WznI,61.23504277381137,20.0,0.0,0.0,0.0,3,jiO8l9joKK,Ab Crunch Machine,Mlpg9KzqLV,2019-08-08,fake_id_414
VSQ6YH6fkN,6.8038936415345965,22.0,0.0,0.0,0.0,3,H7CxUe8POw,Machine Bicep Curl,Rf68p1eH1r,2018-05-31,fake_id_409
bTHOcJrMUL,0.0,0.0,0.0,15.0,0.0,1,JaSxeAVSdL,Knee to Chest Stretch,teDZTadFZQ,2019-06-26,fake_id_409
JL5ABsfAdu,68.03893641534596,15.0,0.0,0.0,0.0,1,qtTGYFM2tZ,Calf Press,573XdJGx85,2018-06-13,fake_id_421
VdjHYoGuj1,0.0,0.0,2899.0,720.0,0.0,1,CGOaAFjjZl,Rowing,lHpufJ1TIf,2018-07-27,fake_id_412
BYbmzhfaeD,29.483539113316585,12.0,0.0,0.0,0.0,3,CAgYDnMnMN,Preacher Curl,G7iclffa1I,2019-06-21,fake_id_419
N8F9CdUB8A,31.75150366049478,12.0,0.0,0.0,0.0,5,CAgYDnMnMN,Preacher Curl,G7iclffa1I,2019-06-21,fake_id_419
RV4oJ3QWBW,11.339822735890994,10.0,0.0,0.0,0.0,1,2apouFlBzP,Dumbbell Pullover,XVWmnSsWqk,2018-12-31,fake_id_425
0t4cPin8Xd,9.071858188712797,6.0,0.0,0.0,0.0,4,TZ47kIVVZ2,Dumbbell Lateral Raise,UiTZcQHooN,2018-06-12,fake_id_424
396ljPGfV0,29.483539113316585,12.0,0.0,0.0,0.0,1,REnTHURVN9,Preacher Curl,w3HcJUz4F0,2018-11-26,fake_id_425
yx2Ys7C36g,0.0,12.0,0.0,0.0,0.0,2,0nMLgsb5cu,Jackknife Sit-Up,JugPJfQrGv,2018-05-07,fake_id_424
5ufC9jxlgA,38.555397302029384,12.0,0.0,0.0,0.0,3,IddDXmL2hf,Box Squat,78Zc3FGZoB,2019-07-20,fake_id_409
jlBcOqH0Y5,34.01946820767298,12.0,0.0,0.0,0.0,2,Db8AWGRMk2,Sumo Deadlift,kbYXqpvxgF,2018-06-09,fake_id_409
pAKFE4AtL3,9.071858188712797,10.0,0.0,0.0,0.0,3,r96c3xCsHf,Single Leg Romanian Deadlift,GAN18GkvAJ,2018-08-06,fake_id_423
IBfGfLXaTS,0.0,15.0,0.0,0.0,0.0,3,Ej9mpXvp7u,Lunge,iBUB44FtlG,2019-06-19,fake_id_414
hZydiU0b1q,18.75,12.0,0.0,0.0,0.0,1,vEwYjhUC5T,Cable Tricep Extension,mPitxPtXtH,2018-04-04,fake_id_415
YOEQXhJ5rw,0.0,8.0,0.0,0.0,0.0,5,DJgj4cWa0n,Wide Grip Pull Up,4mgAESpjFt,2019-07-08,fake_id_414
zNESBsKVvG,0.0,12.0,0.0,0.0,0.0,3,s69Sfz8qw5,Dip,0EENef5O2M,2019-07-24,fake_id_414
HogIhIZb6Q,11.339822735890994,6.0,0.0,0.0,0.0,3,DcUwYxSTGY,Low Cable Chest Fly,0EENef5O2M,2019-07-24,fake_id_414
aj8xK49Drp,0.0,4.0,0.0,0.0,0.0,2,X01ndaWgwj,Bosu Ball Squat,rK0c338l6z,2018-07-26,fake_id_423
m2Zkm3kpBk,122.47008554762272,10.0,0.0,0.0,0.0,1,AzX45fH31G,Machine Leg Press,2SBDqRx1sB,2019-08-30,fake_id_414
m7iZw0gvH3,0.0,25.0,0.0,0.0,0.0,2,X2lsypYcR1,Scissor Crossover Kick,mIPXV3Fbpw,2018-10-14,fake_id_412
Y10e6L0lar,40.82336184920758,15.0,0.0,0.0,0.0,4,E0Pp5MQHNN,Seated Machine Calf Press,RUsDJ240lZ,2018-09-08,fake_id_422
QzpwX5sHcF,45.35929094356398,15.0,0.0,0.0,0.0,5,E0Pp5MQHNN,Seated Machine Calf Press,RUsDJ240lZ,2018-09-08,fake_id_422
4Bdgp9PDgQ,18.14371637742559,12.0,0.0,0.0,0.0,3,BkHs1mzA1q,Single Arm Dumbbell Tricep Extension,T0NXJHREoX,2018-07-05,fake_id_424
BbLmdURH4u,0.0,12.0,0.0,0.0,0.0,1,cZpzyBE5FP,Single Leg Glute Bridge,JzuGdHxkKi,2019-07-17,fake_id_409
CDVqjU1hP0,11.339822735890994,12.0,0.0,0.0,0.0,2,BKuLgT27zD,Front Plate Raise,gemlAXC61D,2019-02-13,fake_id_413
c7UmLBtEpZ,36.28743275485118,10.0,0.0,0.0,0.0,3,tgjdjBknnJ,Leg Curl,VqKBwdd4Y0,2019-01-06,fake_id_416
6kHagU4UoS,10.0,12.0,0.0,0.0,0.0,3,B8zeZJqpZ1,Dumbbell Upright Row,ITKLPDmCNB,2018-02-05,fake_id_415
xBM6c67eGP,0.0,0.0,5000.0,1500.0,0.0,1,EEcLiB9gDN,Running - Treadmill,tra6R9ABfq,2018-08-27,fake_id_412
b5QpRNNDMl,77.11079460405875,10.0,0.0,0.0,0.0,1,tasTX39kTq,Machine Leg Press,0DPHqPvQrU,2018-06-07,fake_id_417
k6yGd05c9c,0.0,15.0,0.0,0.0,0.0,1,HcTgfOSj0s,Sit Up,Vc9skKIkmS,2019-04-11,fake_id_409
xchKf5Fq8Z,50.0,11.0,0.0,0.0,0.0,4,pZgwgz0OuI,Smith Machine Incline Bench Press,uBoAHcze8m,2018-10-04,fake_id_412
8iQaXAcOEu,0.0,20.0,0.0,0.0,0.0,1,YoZ1oZuesG,Vertical Knee Raise,w5SJReC5cF,2018-02-07,fake_id_415
UfQR68bnGa,47.627255490742165,8.0,0.0,0.0,0.0,2,jv20bHTkzd,V-Bar Pulldown,bLZg41Tnch,2019-07-30,fake_id_414
aVDAViqLvD,58.96707822663317,4.0,0.0,0.0,0.0,4,8b0oTRxfkq,Straight-Arm Pulldown,bgDaZjmbi2,2019-08-05,fake_id_414
tPcbDjflkA,18.14371637742559,15.0,0.0,0.0,0.0,4,Ew53qJsEbQ,Dumbbell Pullover,bLZg41Tnch,2019-07-30,fake_id_414
FlRNBvyuEP,29.483539113316585,4.0,0.0,0.0,0.0,3,mEWfJUvk2z,Smith Machine Close-Grip Bench Press,YQHqc6bMsa,2018-12-21,fake_id_425
